Position,Likelihood,grid,minwin,maxwin,model,sites,chromosome
24605184.0,2.867068,134,10000,100000,ArabisSagit,175602,chr7
24806574.0,2.950803,134,10000,100000,ArabisSagit,175602,chr7
25007964.0,2.241526,134,10000,100000,ArabisSagit,175602,chr7
25209354.0,3.8281,134,10000,100000,ArabisSagit,175602,chr7
25410744.0,2.457392,134,10000,100000,ArabisSagit,175602,chr7
25612134.0,13.890709,134,10000,100000,ArabisSagit,175602,chr7
25813524.0,4.067345,134,10000,100000,ArabisSagit,175602,chr7
26014914.0,2.306763,134,10000,100000,ArabisSagit,175602,chr7
26216304.0,10.575098,134,10000,100000,ArabisSagit,175602,chr7
26417694.0,2.291809,134,10000,100000,ArabisSagit,175602,chr7
26619084.0,1.559731,134,10000,100000,ArabisSagit,175602,chr7
26820474.0,0.0,134,10000,100000,ArabisSagit,175602,chr7
29743.0,0.0,111,10000,100000,ArabisSagit,163663,chr6
230578.1562,6.197646,111,10000,100000,ArabisSagit,163663,chr6
431413.3125,2.452109,111,10000,100000,ArabisSagit,163663,chr6
632248.5,2.75457,111,10000,100000,ArabisSagit,163663,chr6
833083.625,6.325834,111,10000,100000,ArabisSagit,163663,chr6
1033918.75,2.758904,111,10000,100000,ArabisSagit,163663,chr6
1234753.875,3.869456,111,10000,100000,ArabisSagit,163663,chr6
1435589.0,4.21206,111,10000,100000,ArabisSagit,163663,chr6
1636424.125,1.532362,111,10000,100000,ArabisSagit,163663,chr6
1837259.25,4.12783,111,10000,100000,ArabisSagit,163663,chr6
2038094.375,1.356978,111,10000,100000,ArabisSagit,163663,chr6
2238929.5,2.850869,111,10000,100000,ArabisSagit,163663,chr6
2439764.75,14.121052,111,10000,100000,ArabisSagit,163663,chr6
2640600.0,4.714525,111,10000,100000,ArabisSagit,163663,chr6
2841435.25,2.18929,111,10000,100000,ArabisSagit,163663,chr6
3042270.5,6.484243,111,10000,100000,ArabisSagit,163663,chr6
3243105.75,4.167202,111,10000,100000,ArabisSagit,163663,chr6
3443941.0,3.87198,111,10000,100000,ArabisSagit,163663,chr6
3644776.25,3.85629,111,10000,100000,ArabisSagit,163663,chr6
3845611.5,2.991533,111,10000,100000,ArabisSagit,163663,chr6
4046446.75,11.075716,111,10000,100000,ArabisSagit,163663,chr6
4247282.0,2.438057,111,10000,100000,ArabisSagit,163663,chr6
4448117.0,4.132188,111,10000,100000,ArabisSagit,163663,chr6
4648952.0,11.103333,111,10000,100000,ArabisSagit,163663,chr6
4849787.0,3.303304,111,10000,100000,ArabisSagit,163663,chr6
5050622.0,3.178223,111,10000,100000,ArabisSagit,163663,chr6
5251457.0,2.096678,111,10000,100000,ArabisSagit,163663,chr6
5452292.0,2.645618,111,10000,100000,ArabisSagit,163663,chr6
5653127.0,2.11308,111,10000,100000,ArabisSagit,163663,chr6
5853962.0,1.661553,111,10000,100000,ArabisSagit,163663,chr6
6054797.0,1.517627,111,10000,100000,ArabisSagit,163663,chr6
6255632.0,1.350609,111,10000,100000,ArabisSagit,163663,chr6
6456467.0,1.650066,111,10000,100000,ArabisSagit,163663,chr6
6657302.0,2.267249,111,10000,100000,ArabisSagit,163663,chr6
6858137.0,6.632518,111,10000,100000,ArabisSagit,163663,chr6
7058972.0,1.261711,111,10000,100000,ArabisSagit,163663,chr6
7259807.0,2.471559,111,10000,100000,ArabisSagit,163663,chr6
7460642.0,1.902849,111,10000,100000,ArabisSagit,163663,chr6
7661477.0,1.373768,111,10000,100000,ArabisSagit,163663,chr6
7862312.0,3.287564,111,10000,100000,ArabisSagit,163663,chr6
8063147.0,4.358013,111,10000,100000,ArabisSagit,163663,chr6
8263982.0,3.673239,111,10000,100000,ArabisSagit,163663,chr6
8464817.0,3.214934,111,10000,100000,ArabisSagit,163663,chr6
8665652.0,2.242063,111,10000,100000,ArabisSagit,163663,chr6
8866487.0,2.930758,111,10000,100000,ArabisSagit,163663,chr6
9067322.0,1.917083,111,10000,100000,ArabisSagit,163663,chr6
9268157.0,4.566317,111,10000,100000,ArabisSagit,163663,chr6
9468992.0,3.143372,111,10000,100000,ArabisSagit,163663,chr6
9669827.0,1.516076,111,10000,100000,ArabisSagit,163663,chr6
9870662.0,2.576309,111,10000,100000,ArabisSagit,163663,chr6
10071497.0,14.270426,111,10000,100000,ArabisSagit,163663,chr6
10272332.0,2.151184,111,10000,100000,ArabisSagit,163663,chr6
10473167.0,2.054766,111,10000,100000,ArabisSagit,163663,chr6
10674002.0,6.349917,111,10000,100000,ArabisSagit,163663,chr6
10874837.0,4.839635,111,10000,100000,ArabisSagit,163663,chr6
11075672.0,1.265811,111,10000,100000,ArabisSagit,163663,chr6
11276507.0,1.269044,111,10000,100000,ArabisSagit,163663,chr6
11477342.0,3.249236,111,10000,100000,ArabisSagit,163663,chr6
11678177.0,5.940042,111,10000,100000,ArabisSagit,163663,chr6
11879012.0,3.833792,111,10000,100000,ArabisSagit,163663,chr6
12079847.0,5.558884,111,10000,100000,ArabisSagit,163663,chr6
12280682.0,5.276443,111,10000,100000,ArabisSagit,163663,chr6
12481517.0,173.481186,111,10000,100000,ArabisSagit,163663,chr6
12682352.0,1.216741,111,10000,100000,ArabisSagit,163663,chr6
12883187.0,15.657942,111,10000,100000,ArabisSagit,163663,chr6
13084022.0,1.671486,111,10000,100000,ArabisSagit,163663,chr6
13284857.0,3.302515,111,10000,100000,ArabisSagit,163663,chr6
13485692.0,1.316403,111,10000,100000,ArabisSagit,163663,chr6
13686527.0,1.87738,111,10000,100000,ArabisSagit,163663,chr6
13887362.0,2.109558,111,10000,100000,ArabisSagit,163663,chr6
14088197.0,1.743546,111,10000,100000,ArabisSagit,163663,chr6
14289032.0,1.017462,111,10000,100000,ArabisSagit,163663,chr6
14489867.0,2.789822,111,10000,100000,ArabisSagit,163663,chr6
14690702.0,4.0969,111,10000,100000,ArabisSagit,163663,chr6
14891537.0,5.620703,111,10000,100000,ArabisSagit,163663,chr6
15092372.0,3.319822,111,10000,100000,ArabisSagit,163663,chr6
15293207.0,1.880636,111,10000,100000,ArabisSagit,163663,chr6
15494042.0,4.791791,111,10000,100000,ArabisSagit,163663,chr6
15694877.0,1.475828,111,10000,100000,ArabisSagit,163663,chr6
15895712.0,1.778025,111,10000,100000,ArabisSagit,163663,chr6
16096547.0,2.715685,111,10000,100000,ArabisSagit,163663,chr6
16297382.0,2.786603,111,10000,100000,ArabisSagit,163663,chr6
16498217.0,1.788805,111,10000,100000,ArabisSagit,163663,chr6
16699052.0,7.979501,111,10000,100000,ArabisSagit,163663,chr6
16899888.0,8.032459,111,10000,100000,ArabisSagit,163663,chr6
17100724.0,3.967186,111,10000,100000,ArabisSagit,163663,chr6
17301560.0,2.728434,111,10000,100000,ArabisSagit,163663,chr6
17502396.0,23.012884,111,10000,100000,ArabisSagit,163663,chr6
17703232.0,5.612321,111,10000,100000,ArabisSagit,163663,chr6
17904068.0,0.0,111,10000,100000,ArabisSagit,163663,chr6
18104904.0,0.0,111,10000,100000,ArabisSagit,163663,chr6
18305740.0,1.989961,111,10000,100000,ArabisSagit,163663,chr6
18506576.0,2.504682,111,10000,100000,ArabisSagit,163663,chr6
18707412.0,2.552927,111,10000,100000,ArabisSagit,163663,chr6
18908248.0,4.854555,111,10000,100000,ArabisSagit,163663,chr6
19109084.0,2.130782,111,10000,100000,ArabisSagit,163663,chr6
19309920.0,1.966101,111,10000,100000,ArabisSagit,163663,chr6
19510756.0,2.206244,111,10000,100000,ArabisSagit,163663,chr6
19711592.0,8.456903,111,10000,100000,ArabisSagit,163663,chr6
19912428.0,2.554041,111,10000,100000,ArabisSagit,163663,chr6
20113264.0,3.549719,111,10000,100000,ArabisSagit,163663,chr6
20314100.0,3.278044,111,10000,100000,ArabisSagit,163663,chr6
20514936.0,2.907219,111,10000,100000,ArabisSagit,163663,chr6
20715772.0,1.216839,111,10000,100000,ArabisSagit,163663,chr6
20916608.0,2.329778,111,10000,100000,ArabisSagit,163663,chr6
21117444.0,3.047677,111,10000,100000,ArabisSagit,163663,chr6
21318280.0,2.140881,111,10000,100000,ArabisSagit,163663,chr6
21519116.0,2.511818,111,10000,100000,ArabisSagit,163663,chr6
21719952.0,3.068138,111,10000,100000,ArabisSagit,163663,chr6
21920788.0,4.696983,111,10000,100000,ArabisSagit,163663,chr6
22121624.0,0.0,111,10000,100000,ArabisSagit,163663,chr6
14302.0,0.0,133,10000,100000,ArabisSagit,162702,chr5
215132.7344,2.587237,133,10000,100000,ArabisSagit,162702,chr5
415963.4688,3.177512,133,10000,100000,ArabisSagit,162702,chr5
616794.1875,0.0,133,10000,100000,ArabisSagit,162702,chr5
817624.9375,2.22738,133,10000,100000,ArabisSagit,162702,chr5
1018455.6875,1.306245,133,10000,100000,ArabisSagit,162702,chr5
1219286.375,9.606058,133,10000,100000,ArabisSagit,162702,chr5
1420117.125,3.939928,133,10000,100000,ArabisSagit,162702,chr5
1620947.875,1.533668,133,10000,100000,ArabisSagit,162702,chr5
1821778.625,1.989814,133,10000,100000,ArabisSagit,162702,chr5
2022609.375,4.381899,133,10000,100000,ArabisSagit,162702,chr5
2223440.0,2.043066,133,10000,100000,ArabisSagit,162702,chr5
2424270.75,2.484312,133,10000,100000,ArabisSagit,162702,chr5
2625101.5,1.679971,133,10000,100000,ArabisSagit,162702,chr5
2825932.25,2.071661,133,10000,100000,ArabisSagit,162702,chr5
3026763.0,2.904781,133,10000,100000,ArabisSagit,162702,chr5
3227593.75,5.085619,133,10000,100000,ArabisSagit,162702,chr5
3428424.5,3.610436,133,10000,100000,ArabisSagit,162702,chr5
3629255.25,2.300621,133,10000,100000,ArabisSagit,162702,chr5
3830086.0,2.496095,133,10000,100000,ArabisSagit,162702,chr5
4030916.75,0.0,133,10000,100000,ArabisSagit,162702,chr5
4231747.5,1.73031,133,10000,100000,ArabisSagit,162702,chr5
4432578.0,2.23581,133,10000,100000,ArabisSagit,162702,chr5
4633408.5,2.495102,133,10000,100000,ArabisSagit,162702,chr5
4834239.0,2.494789,133,10000,100000,ArabisSagit,162702,chr5
5035069.5,2.20114,133,10000,100000,ArabisSagit,162702,chr5
5235900.0,2.493973,133,10000,100000,ArabisSagit,162702,chr5
5436730.5,1.276975,133,10000,100000,ArabisSagit,162702,chr5
5637561.0,12.094486,133,10000,100000,ArabisSagit,162702,chr5
5838391.5,1.991776,133,10000,100000,ArabisSagit,162702,chr5
6039222.0,1.251994,133,10000,100000,ArabisSagit,162702,chr5
6240052.5,1.155486,133,10000,100000,ArabisSagit,162702,chr5
6440883.0,4.837867,133,10000,100000,ArabisSagit,162702,chr5
6641713.5,2.628171,133,10000,100000,ArabisSagit,162702,chr5
6842544.0,3.120349,133,10000,100000,ArabisSagit,162702,chr5
7043374.5,2.6218,133,10000,100000,ArabisSagit,162702,chr5
7244205.0,2.931072,133,10000,100000,ArabisSagit,162702,chr5
7445035.5,13.089661,133,10000,100000,ArabisSagit,162702,chr5
7645866.0,2.291552,133,10000,100000,ArabisSagit,162702,chr5
7846696.5,2.039229,133,10000,100000,ArabisSagit,162702,chr5
8047527.0,4.89573,133,10000,100000,ArabisSagit,162702,chr5
8248357.5,3.624859,133,10000,100000,ArabisSagit,162702,chr5
8449188.0,2.588286,133,10000,100000,ArabisSagit,162702,chr5
8650019.0,5.456318,133,10000,100000,ArabisSagit,162702,chr5
8850850.0,1.403851,133,10000,100000,ArabisSagit,162702,chr5
9051681.0,1.365821,133,10000,100000,ArabisSagit,162702,chr5
9252512.0,2.232001,133,10000,100000,ArabisSagit,162702,chr5
9453343.0,1.230762,133,10000,100000,ArabisSagit,162702,chr5
9654174.0,1.318082,133,10000,100000,ArabisSagit,162702,chr5
9855005.0,2.25397,133,10000,100000,ArabisSagit,162702,chr5
10055836.0,1.895475,133,10000,100000,ArabisSagit,162702,chr5
10256667.0,1.483442,133,10000,100000,ArabisSagit,162702,chr5
10457498.0,1.658406,133,10000,100000,ArabisSagit,162702,chr5
10658329.0,4.740292,133,10000,100000,ArabisSagit,162702,chr5
10859160.0,4.453209,133,10000,100000,ArabisSagit,162702,chr5
11059991.0,2.665674,133,10000,100000,ArabisSagit,162702,chr5
11260822.0,7.278139,133,10000,100000,ArabisSagit,162702,chr5
11461653.0,161.395264,133,10000,100000,ArabisSagit,162702,chr5
11662484.0,5.082767,133,10000,100000,ArabisSagit,162702,chr5
11863315.0,2.728019,133,10000,100000,ArabisSagit,162702,chr5
12064146.0,2.889936,133,10000,100000,ArabisSagit,162702,chr5
12264977.0,2.798686,133,10000,100000,ArabisSagit,162702,chr5
12465808.0,2.421688,133,10000,100000,ArabisSagit,162702,chr5
12666639.0,3.269851,133,10000,100000,ArabisSagit,162702,chr5
12867470.0,7.350739,133,10000,100000,ArabisSagit,162702,chr5
13068301.0,20.161007,133,10000,100000,ArabisSagit,162702,chr5
13269132.0,47.441345,133,10000,100000,ArabisSagit,162702,chr5
13469963.0,0.0,133,10000,100000,ArabisSagit,162702,chr5
13670794.0,6.398232,133,10000,100000,ArabisSagit,162702,chr5
13871625.0,3.115817,133,10000,100000,ArabisSagit,162702,chr5
14072456.0,3.192389,133,10000,100000,ArabisSagit,162702,chr5
14273287.0,6.069769,133,10000,100000,ArabisSagit,162702,chr5
14474118.0,3.44825,133,10000,100000,ArabisSagit,162702,chr5
14674949.0,2.205973,133,10000,100000,ArabisSagit,162702,chr5
14875780.0,0.0,133,10000,100000,ArabisSagit,162702,chr5
15076611.0,6.160521,133,10000,100000,ArabisSagit,162702,chr5
15277442.0,1.572943,133,10000,100000,ArabisSagit,162702,chr5
15478273.0,1.94227,133,10000,100000,ArabisSagit,162702,chr5
15679104.0,4.324,133,10000,100000,ArabisSagit,162702,chr5
15879935.0,1.563694,133,10000,100000,ArabisSagit,162702,chr5
16080766.0,9.055348,133,10000,100000,ArabisSagit,162702,chr5
16281597.0,3.136601,133,10000,100000,ArabisSagit,162702,chr5
16482428.0,3.867991,133,10000,100000,ArabisSagit,162702,chr5
16683259.0,1.447119,133,10000,100000,ArabisSagit,162702,chr5
16884090.0,1.428371,133,10000,100000,ArabisSagit,162702,chr5
17084920.0,2.555661,133,10000,100000,ArabisSagit,162702,chr5
17285750.0,3.598327,133,10000,100000,ArabisSagit,162702,chr5
17486580.0,12.144434,133,10000,100000,ArabisSagit,162702,chr5
17687410.0,3.619988,133,10000,100000,ArabisSagit,162702,chr5
17888240.0,1.899314,133,10000,100000,ArabisSagit,162702,chr5
18089070.0,1.805703,133,10000,100000,ArabisSagit,162702,chr5
18289900.0,2.793694,133,10000,100000,ArabisSagit,162702,chr5
18490730.0,4.078111,133,10000,100000,ArabisSagit,162702,chr5
18691560.0,2.663975,133,10000,100000,ArabisSagit,162702,chr5
18892390.0,6.12628,133,10000,100000,ArabisSagit,162702,chr5
19093220.0,2.47057,133,10000,100000,ArabisSagit,162702,chr5
19294050.0,15.570169,133,10000,100000,ArabisSagit,162702,chr5
19494880.0,9.992652,133,10000,100000,ArabisSagit,162702,chr5
19695710.0,16.06344,133,10000,100000,ArabisSagit,162702,chr5
19896540.0,4.46306,133,10000,100000,ArabisSagit,162702,chr5
20097370.0,1.660711,133,10000,100000,ArabisSagit,162702,chr5
20298200.0,2.763247,133,10000,100000,ArabisSagit,162702,chr5
20499030.0,4.256306,133,10000,100000,ArabisSagit,162702,chr5
20699860.0,4.199358,133,10000,100000,ArabisSagit,162702,chr5
20900690.0,3.014897,133,10000,100000,ArabisSagit,162702,chr5
21101520.0,2.404072,133,10000,100000,ArabisSagit,162702,chr5
21302350.0,2.389486,133,10000,100000,ArabisSagit,162702,chr5
21503180.0,2.664167,133,10000,100000,ArabisSagit,162702,chr5
21704010.0,1.602216,133,10000,100000,ArabisSagit,162702,chr5
21904840.0,2.00288,133,10000,100000,ArabisSagit,162702,chr5
22105670.0,1.885606,133,10000,100000,ArabisSagit,162702,chr5
22306500.0,1.94747,133,10000,100000,ArabisSagit,162702,chr5
22507330.0,3.105247,133,10000,100000,ArabisSagit,162702,chr5
22708160.0,1.156459,133,10000,100000,ArabisSagit,162702,chr5
22908990.0,1.369251,133,10000,100000,ArabisSagit,162702,chr5
23109820.0,1.254431,133,10000,100000,ArabisSagit,162702,chr5
23310650.0,1.789258,133,10000,100000,ArabisSagit,162702,chr5
23511480.0,30.587183,133,10000,100000,ArabisSagit,162702,chr5
23712310.0,1.444663,133,10000,100000,ArabisSagit,162702,chr5
23913140.0,1.755859,133,10000,100000,ArabisSagit,162702,chr5
24113970.0,3.722753,133,10000,100000,ArabisSagit,162702,chr5
24314800.0,1.606144,133,10000,100000,ArabisSagit,162702,chr5
24515630.0,2.858303,133,10000,100000,ArabisSagit,162702,chr5
24716460.0,7.211417,133,10000,100000,ArabisSagit,162702,chr5
24917290.0,1.574868,133,10000,100000,ArabisSagit,162702,chr5
25118120.0,49.498966,133,10000,100000,ArabisSagit,162702,chr5
25318950.0,13.511714,133,10000,100000,ArabisSagit,162702,chr5
25519780.0,1.410757,133,10000,100000,ArabisSagit,162702,chr5
25720610.0,1.508107,133,10000,100000,ArabisSagit,162702,chr5
25921440.0,1.773587,133,10000,100000,ArabisSagit,162702,chr5
26122270.0,1.665465,133,10000,100000,ArabisSagit,162702,chr5
26323100.0,7.122435,133,10000,100000,ArabisSagit,162702,chr5
26523930.0,0.0,133,10000,100000,ArabisSagit,162702,chr5
3837.0,0.0,133,10000,100000,ArabisSagit,174766,chr2
205108.2656,1.256337,133,10000,100000,ArabisSagit,174766,chr2
406379.5312,1.320156,133,10000,100000,ArabisSagit,174766,chr2
607650.8125,4.297568,133,10000,100000,ArabisSagit,174766,chr2
808922.0625,2.053139,133,10000,100000,ArabisSagit,174766,chr2
1010193.3125,2.400867,133,10000,100000,ArabisSagit,174766,chr2
1211464.625,2.904933,133,10000,100000,ArabisSagit,174766,chr2
1412735.875,1.807979,133,10000,100000,ArabisSagit,174766,chr2
1614007.125,131.225525,133,10000,100000,ArabisSagit,174766,chr2
1815278.375,12.133619,133,10000,100000,ArabisSagit,174766,chr2
2016549.625,8.177233,133,10000,100000,ArabisSagit,174766,chr2
2217821.0,17.341799,133,10000,100000,ArabisSagit,174766,chr2
2419092.25,11.677327,133,10000,100000,ArabisSagit,174766,chr2
2620363.5,6.78745,133,10000,100000,ArabisSagit,174766,chr2
2821634.75,6.054026,133,10000,100000,ArabisSagit,174766,chr2
3022906.0,1.223297,133,10000,100000,ArabisSagit,174766,chr2
3224177.25,2.997148,133,10000,100000,ArabisSagit,174766,chr2
3425448.5,2.54242,133,10000,100000,ArabisSagit,174766,chr2
3626719.75,2.027888,133,10000,100000,ArabisSagit,174766,chr2
3827991.0,2.030673,133,10000,100000,ArabisSagit,174766,chr2
4029262.25,5.983775,133,10000,100000,ArabisSagit,174766,chr2
4230533.5,2.425557,133,10000,100000,ArabisSagit,174766,chr2
4431805.0,2.361923,133,10000,100000,ArabisSagit,174766,chr2
4633076.5,1.415688,133,10000,100000,ArabisSagit,174766,chr2
4834348.0,1.632351,133,10000,100000,ArabisSagit,174766,chr2
5035619.5,3.791855,133,10000,100000,ArabisSagit,174766,chr2
5236891.0,2.123427,133,10000,100000,ArabisSagit,174766,chr2
5438162.5,1.849972,133,10000,100000,ArabisSagit,174766,chr2
5639434.0,2.216402,133,10000,100000,ArabisSagit,174766,chr2
5840705.5,1.686735,133,10000,100000,ArabisSagit,174766,chr2
6041977.0,1.869697,133,10000,100000,ArabisSagit,174766,chr2
6243248.5,1.620148,133,10000,100000,ArabisSagit,174766,chr2
