Position,Likelihood,grid,minwin,maxwin,model,sites,chromosome
9870456.0,1.935067,111,10000,100000,ArabisNemo,163663,chr6
10071234.0,1.38389,111,10000,100000,ArabisNemo,163663,chr6
10272012.0,2.326534,111,10000,100000,ArabisNemo,163663,chr6
10472790.0,2.442888,111,10000,100000,ArabisNemo,163663,chr6
10673568.0,4.205669,111,10000,100000,ArabisNemo,163663,chr6
10874346.0,2.191688,111,10000,100000,ArabisNemo,163663,chr6
11075124.0,1.754348,111,10000,100000,ArabisNemo,163663,chr6
11275902.0,1.862784,111,10000,100000,ArabisNemo,163663,chr6
11476680.0,2.046208,111,10000,100000,ArabisNemo,163663,chr6
11677458.0,1.539524,111,10000,100000,ArabisNemo,163663,chr6
11878236.0,1.206898,111,10000,100000,ArabisNemo,163663,chr6
12079014.0,4.5948,111,10000,100000,ArabisNemo,163663,chr6
12279792.0,6.629352,111,10000,100000,ArabisNemo,163663,chr6
12480570.0,8.265717,111,10000,100000,ArabisNemo,163663,chr6
12681348.0,6.977287,111,10000,100000,ArabisNemo,163663,chr6
12882126.0,8.821218,111,10000,100000,ArabisNemo,163663,chr6
13082904.0,1.532798,111,10000,100000,ArabisNemo,163663,chr6
13283682.0,2.255624,111,10000,100000,ArabisNemo,163663,chr6
13484460.0,1.262789,111,10000,100000,ArabisNemo,163663,chr6
13685238.0,9.232274,111,10000,100000,ArabisNemo,163663,chr6
13886016.0,1.888768,111,10000,100000,ArabisNemo,163663,chr6
14086794.0,2.094553,111,10000,100000,ArabisNemo,163663,chr6
14287572.0,2.051681,111,10000,100000,ArabisNemo,163663,chr6
14488350.0,1.573605,111,10000,100000,ArabisNemo,163663,chr6
14689128.0,1.50132,111,10000,100000,ArabisNemo,163663,chr6
14889906.0,1.635305,111,10000,100000,ArabisNemo,163663,chr6
15090684.0,1.292764,111,10000,100000,ArabisNemo,163663,chr6
15291462.0,1.544399,111,10000,100000,ArabisNemo,163663,chr6
15492240.0,2.018476,111,10000,100000,ArabisNemo,163663,chr6
15693018.0,1.677982,111,10000,100000,ArabisNemo,163663,chr6
15893796.0,2.551743,111,10000,100000,ArabisNemo,163663,chr6
16094574.0,2.638398,111,10000,100000,ArabisNemo,163663,chr6
16295352.0,1.203157,111,10000,100000,ArabisNemo,163663,chr6
16496130.0,6.924249,111,10000,100000,ArabisNemo,163663,chr6
16696908.0,33.865471,111,10000,100000,ArabisNemo,163663,chr6
16897686.0,1.56598,111,10000,100000,ArabisNemo,163663,chr6
17098464.0,1.411155,111,10000,100000,ArabisNemo,163663,chr6
17299242.0,1.399792,111,10000,100000,ArabisNemo,163663,chr6
17500020.0,5.151868,111,10000,100000,ArabisNemo,163663,chr6
17700798.0,1.208489,111,10000,100000,ArabisNemo,163663,chr6
17901576.0,0.0,111,10000,100000,ArabisNemo,163663,chr6
18102354.0,0.0,111,10000,100000,ArabisNemo,163663,chr6
18303132.0,1.788754,111,10000,100000,ArabisNemo,163663,chr6
18503910.0,1.363368,111,10000,100000,ArabisNemo,163663,chr6
18704688.0,2.65347,111,10000,100000,ArabisNemo,163663,chr6
18905466.0,2.741398,111,10000,100000,ArabisNemo,163663,chr6
19106244.0,1.212149,111,10000,100000,ArabisNemo,163663,chr6
19307022.0,2.548553,111,10000,100000,ArabisNemo,163663,chr6
19507800.0,1.110087,111,10000,100000,ArabisNemo,163663,chr6
19708578.0,4.986698,111,10000,100000,ArabisNemo,163663,chr6
19909356.0,2.348907,111,10000,100000,ArabisNemo,163663,chr6
20110134.0,2.822597,111,10000,100000,ArabisNemo,163663,chr6
20310912.0,5.858627,111,10000,100000,ArabisNemo,163663,chr6
20511690.0,7.948954,111,10000,100000,ArabisNemo,163663,chr6
20712468.0,3.415347,111,10000,100000,ArabisNemo,163663,chr6
20913246.0,1.670496,111,10000,100000,ArabisNemo,163663,chr6
21114024.0,2.226136,111,10000,100000,ArabisNemo,163663,chr6
21314802.0,1.787403,111,10000,100000,ArabisNemo,163663,chr6
21515580.0,1.151737,111,10000,100000,ArabisNemo,163663,chr6
21716358.0,1.972685,111,10000,100000,ArabisNemo,163663,chr6
21917136.0,3.951316,111,10000,100000,ArabisNemo,163663,chr6
22117914.0,0.0,111,10000,100000,ArabisNemo,163663,chr6
4713.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
205428.3906,41.584438,157,10000,100000,ArabisNemo,209663,chr1
406143.7812,1.512143,157,10000,100000,ArabisNemo,209663,chr1
606859.1875,1.230079,157,10000,100000,ArabisNemo,209663,chr1
807574.5625,1.479636,157,10000,100000,ArabisNemo,209663,chr1
1008289.9375,1.928556,157,10000,100000,ArabisNemo,209663,chr1
1209005.375,2.684722,157,10000,100000,ArabisNemo,209663,chr1
1409720.75,1.265427,157,10000,100000,ArabisNemo,209663,chr1
1610436.125,1.744774,157,10000,100000,ArabisNemo,209663,chr1
1811151.5,1.653092,157,10000,100000,ArabisNemo,209663,chr1
2011866.875,1.446218,157,10000,100000,ArabisNemo,209663,chr1
2212582.25,1.619391,157,10000,100000,ArabisNemo,209663,chr1
2413297.75,2.427112,157,10000,100000,ArabisNemo,209663,chr1
2614013.25,1.823767,157,10000,100000,ArabisNemo,209663,chr1
2814728.75,1.599666,157,10000,100000,ArabisNemo,209663,chr1
3015444.25,1.540543,157,10000,100000,ArabisNemo,209663,chr1
3216159.75,1.161663,157,10000,100000,ArabisNemo,209663,chr1
3416875.25,3.595245,157,10000,100000,ArabisNemo,209663,chr1
3617590.75,1.442019,157,10000,100000,ArabisNemo,209663,chr1
3818306.25,1.532768,157,10000,100000,ArabisNemo,209663,chr1
4019021.75,9.754059,157,10000,100000,ArabisNemo,209663,chr1
4219737.0,2.710592,157,10000,100000,ArabisNemo,209663,chr1
4420452.5,2.034911,157,10000,100000,ArabisNemo,209663,chr1
4621168.0,1.590654,157,10000,100000,ArabisNemo,209663,chr1
4821883.5,14.442639,157,10000,100000,ArabisNemo,209663,chr1
5022599.0,2.092163,157,10000,100000,ArabisNemo,209663,chr1
5223314.5,2.040205,157,10000,100000,ArabisNemo,209663,chr1
5424030.0,2.342193,157,10000,100000,ArabisNemo,209663,chr1
5624745.5,3.418021,157,10000,100000,ArabisNemo,209663,chr1
5825461.0,2.480629,157,10000,100000,ArabisNemo,209663,chr1
6026176.5,4.667032,157,10000,100000,ArabisNemo,209663,chr1
6226892.0,6.366369,157,10000,100000,ArabisNemo,209663,chr1
6427607.5,1.435123,157,10000,100000,ArabisNemo,209663,chr1
6628323.0,6.314218,157,10000,100000,ArabisNemo,209663,chr1
6829038.5,1.693762,157,10000,100000,ArabisNemo,209663,chr1
7029754.0,4.103411,157,10000,100000,ArabisNemo,209663,chr1
7230469.5,2.26864,157,10000,100000,ArabisNemo,209663,chr1
7431185.0,1.678969,157,10000,100000,ArabisNemo,209663,chr1
7631900.5,1.288847,157,10000,100000,ArabisNemo,209663,chr1
7832616.0,2.332283,157,10000,100000,ArabisNemo,209663,chr1
8033331.5,2.169492,157,10000,100000,ArabisNemo,209663,chr1
8234047.0,3.373378,157,10000,100000,ArabisNemo,209663,chr1
8434762.0,1.656498,157,10000,100000,ArabisNemo,209663,chr1
8635477.0,1.593639,157,10000,100000,ArabisNemo,209663,chr1
8836192.0,1.572508,157,10000,100000,ArabisNemo,209663,chr1
9036907.0,1.546432,157,10000,100000,ArabisNemo,209663,chr1
9237622.0,2.398511,157,10000,100000,ArabisNemo,209663,chr1
9438337.0,1.698269,157,10000,100000,ArabisNemo,209663,chr1
9639052.0,1.472029,157,10000,100000,ArabisNemo,209663,chr1
9839767.0,8.070049,157,10000,100000,ArabisNemo,209663,chr1
10040482.0,1.274677,157,10000,100000,ArabisNemo,209663,chr1
10241197.0,3.184629,157,10000,100000,ArabisNemo,209663,chr1
10441912.0,1.718009,157,10000,100000,ArabisNemo,209663,chr1
10642627.0,1.335719,157,10000,100000,ArabisNemo,209663,chr1
10843342.0,1.701292,157,10000,100000,ArabisNemo,209663,chr1
11044057.0,1.808012,157,10000,100000,ArabisNemo,209663,chr1
11244772.0,1.488565,157,10000,100000,ArabisNemo,209663,chr1
11445487.0,1.230858,157,10000,100000,ArabisNemo,209663,chr1
11646202.0,2.717037,157,10000,100000,ArabisNemo,209663,chr1
11846917.0,1.733081,157,10000,100000,ArabisNemo,209663,chr1
12047632.0,2.048172,157,10000,100000,ArabisNemo,209663,chr1
12248347.0,1.083518,157,10000,100000,ArabisNemo,209663,chr1
12449062.0,6.148272,157,10000,100000,ArabisNemo,209663,chr1
12649777.0,1.694613,157,10000,100000,ArabisNemo,209663,chr1
12850492.0,1.525313,157,10000,100000,ArabisNemo,209663,chr1
13051207.0,2.750985,157,10000,100000,ArabisNemo,209663,chr1
13251922.0,2.358219,157,10000,100000,ArabisNemo,209663,chr1
13452637.0,7.740722,157,10000,100000,ArabisNemo,209663,chr1
13653352.0,2.679422,157,10000,100000,ArabisNemo,209663,chr1
13854067.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
14054782.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
14255497.0,6.220275,157,10000,100000,ArabisNemo,209663,chr1
14456212.0,1.608403,157,10000,100000,ArabisNemo,209663,chr1
14656927.0,2.171809,157,10000,100000,ArabisNemo,209663,chr1
14857642.0,5.495276,157,10000,100000,ArabisNemo,209663,chr1
15058357.0,2.873096,157,10000,100000,ArabisNemo,209663,chr1
15259072.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
15459787.0,2.310151,157,10000,100000,ArabisNemo,209663,chr1
15660502.0,2.382954,157,10000,100000,ArabisNemo,209663,chr1
15861217.0,1.372054,157,10000,100000,ArabisNemo,209663,chr1
16061932.0,1.26068,157,10000,100000,ArabisNemo,209663,chr1
16262647.0,43.755314,157,10000,100000,ArabisNemo,209663,chr1
16463362.0,2.023003,157,10000,100000,ArabisNemo,209663,chr1
16664077.0,1.250124,157,10000,100000,ArabisNemo,209663,chr1
16864792.0,3.005249,157,10000,100000,ArabisNemo,209663,chr1
17065508.0,1.308116,157,10000,100000,ArabisNemo,209663,chr1
17266224.0,2.938241,157,10000,100000,ArabisNemo,209663,chr1
17466940.0,2.07667,157,10000,100000,ArabisNemo,209663,chr1
17667656.0,1.13919,157,10000,100000,ArabisNemo,209663,chr1
17868372.0,1.140106,157,10000,100000,ArabisNemo,209663,chr1
18069088.0,1.217379,157,10000,100000,ArabisNemo,209663,chr1
18269804.0,1.156763,157,10000,100000,ArabisNemo,209663,chr1
18470520.0,20.155067,157,10000,100000,ArabisNemo,209663,chr1
18671236.0,1.116898,157,10000,100000,ArabisNemo,209663,chr1
18871952.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
19072668.0,2.114721,157,10000,100000,ArabisNemo,209663,chr1
19273384.0,2.425337,157,10000,100000,ArabisNemo,209663,chr1
19474100.0,22.414509,157,10000,100000,ArabisNemo,209663,chr1
19674816.0,4.984186,157,10000,100000,ArabisNemo,209663,chr1
19875532.0,41.224087,157,10000,100000,ArabisNemo,209663,chr1
20076248.0,3.961655,157,10000,100000,ArabisNemo,209663,chr1
20276964.0,19.214659,157,10000,100000,ArabisNemo,209663,chr1
20477680.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
20678396.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
20879112.0,7.185887,157,10000,100000,ArabisNemo,209663,chr1
21079828.0,8.804314,157,10000,100000,ArabisNemo,209663,chr1
21280544.0,0.913961,157,10000,100000,ArabisNemo,209663,chr1
21481260.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
21681976.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
21882692.0,3.163328,157,10000,100000,ArabisNemo,209663,chr1
22083408.0,4.509366,157,10000,100000,ArabisNemo,209663,chr1
22284124.0,6.658689,157,10000,100000,ArabisNemo,209663,chr1
22484840.0,22.458031,157,10000,100000,ArabisNemo,209663,chr1
22685556.0,3.671357,157,10000,100000,ArabisNemo,209663,chr1
22886272.0,11.071363,157,10000,100000,ArabisNemo,209663,chr1
23086988.0,23.566708,157,10000,100000,ArabisNemo,209663,chr1
23287704.0,2.356343,157,10000,100000,ArabisNemo,209663,chr1
23488420.0,9.62821,157,10000,100000,ArabisNemo,209663,chr1
23689136.0,4.849401,157,10000,100000,ArabisNemo,209663,chr1
23889852.0,1.178732,157,10000,100000,ArabisNemo,209663,chr1
24090568.0,81.402733,157,10000,100000,ArabisNemo,209663,chr1
24291284.0,1.770948,157,10000,100000,ArabisNemo,209663,chr1
24492000.0,3.52351,157,10000,100000,ArabisNemo,209663,chr1
24692716.0,1.235215,157,10000,100000,ArabisNemo,209663,chr1
24893432.0,1.662975,157,10000,100000,ArabisNemo,209663,chr1
25094148.0,1.555898,157,10000,100000,ArabisNemo,209663,chr1
25294864.0,1.606027,157,10000,100000,ArabisNemo,209663,chr1
25495580.0,4.432345,157,10000,100000,ArabisNemo,209663,chr1
25696296.0,2.246039,157,10000,100000,ArabisNemo,209663,chr1
25897012.0,240.275635,157,10000,100000,ArabisNemo,209663,chr1
26097728.0,1.665579,157,10000,100000,ArabisNemo,209663,chr1
26298444.0,2.211403,157,10000,100000,ArabisNemo,209663,chr1
26499160.0,2.149311,157,10000,100000,ArabisNemo,209663,chr1
26699876.0,2.207657,157,10000,100000,ArabisNemo,209663,chr1
26900592.0,1.950186,157,10000,100000,ArabisNemo,209663,chr1
27101308.0,1.577396,157,10000,100000,ArabisNemo,209663,chr1
27302024.0,2.9504,157,10000,100000,ArabisNemo,209663,chr1
27502740.0,18.336792,157,10000,100000,ArabisNemo,209663,chr1
27703456.0,1.717053,157,10000,100000,ArabisNemo,209663,chr1
27904172.0,3.225104,157,10000,100000,ArabisNemo,209663,chr1
28104888.0,4.443393,157,10000,100000,ArabisNemo,209663,chr1
28305604.0,11.759556,157,10000,100000,ArabisNemo,209663,chr1
28506320.0,1.691638,157,10000,100000,ArabisNemo,209663,chr1
28707036.0,1.818722,157,10000,100000,ArabisNemo,209663,chr1
28907752.0,2.483332,157,10000,100000,ArabisNemo,209663,chr1
29108468.0,18.686007,157,10000,100000,ArabisNemo,209663,chr1
29309184.0,11.896193,157,10000,100000,ArabisNemo,209663,chr1
29509900.0,11.694939,157,10000,100000,ArabisNemo,209663,chr1
29710616.0,3.32167,157,10000,100000,ArabisNemo,209663,chr1
29911332.0,1.260612,157,10000,100000,ArabisNemo,209663,chr1
30112048.0,1.150525,157,10000,100000,ArabisNemo,209663,chr1
30312764.0,2.544098,157,10000,100000,ArabisNemo,209663,chr1
30513480.0,2.350558,157,10000,100000,ArabisNemo,209663,chr1
30714196.0,1.584018,157,10000,100000,ArabisNemo,209663,chr1
30914912.0,2.137145,157,10000,100000,ArabisNemo,209663,chr1
31115628.0,1.354679,157,10000,100000,ArabisNemo,209663,chr1
31316344.0,0.0,157,10000,100000,ArabisNemo,209663,chr1
37082.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
238460.3438,1.441772,134,10000,100000,ArabisNemo,175602,chr7
439838.6875,1.298172,134,10000,100000,ArabisNemo,175602,chr7
641217.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
842595.375,2.357474,134,10000,100000,ArabisNemo,175602,chr7
1043973.75,14.327945,134,10000,100000,ArabisNemo,175602,chr7
1245352.125,3.953984,134,10000,100000,ArabisNemo,175602,chr7
1446730.5,5.734418,134,10000,100000,ArabisNemo,175602,chr7
1648108.875,1.303147,134,10000,100000,ArabisNemo,175602,chr7
1849487.25,1.922967,134,10000,100000,ArabisNemo,175602,chr7
2050865.625,15.399074,134,10000,100000,ArabisNemo,175602,chr7
2252244.0,4.449531,134,10000,100000,ArabisNemo,175602,chr7
2453622.25,2.664929,134,10000,100000,ArabisNemo,175602,chr7
2655000.5,1.819433,134,10000,100000,ArabisNemo,175602,chr7
2856378.75,1.099741,134,10000,100000,ArabisNemo,175602,chr7
3057757.0,2.880258,134,10000,100000,ArabisNemo,175602,chr7
3259135.25,1.543856,134,10000,100000,ArabisNemo,175602,chr7
3460513.5,1.555166,134,10000,100000,ArabisNemo,175602,chr7
3661891.75,1.359715,134,10000,100000,ArabisNemo,175602,chr7
3863270.0,3.093013,134,10000,100000,ArabisNemo,175602,chr7
4064648.25,1.49805,134,10000,100000,ArabisNemo,175602,chr7
4266026.5,4.141659,134,10000,100000,ArabisNemo,175602,chr7
4467405.0,1.304365,134,10000,100000,ArabisNemo,175602,chr7
4668783.5,3.323756,134,10000,100000,ArabisNemo,175602,chr7
4870162.0,3.570396,134,10000,100000,ArabisNemo,175602,chr7
5071540.5,2.598937,134,10000,100000,ArabisNemo,175602,chr7
5272919.0,1.989237,134,10000,100000,ArabisNemo,175602,chr7
5474297.5,1.153083,134,10000,100000,ArabisNemo,175602,chr7
5675676.0,1.958525,134,10000,100000,ArabisNemo,175602,chr7
5877054.5,1.701594,134,10000,100000,ArabisNemo,175602,chr7
6078433.0,2.102846,134,10000,100000,ArabisNemo,175602,chr7
6279811.5,1.647598,134,10000,100000,ArabisNemo,175602,chr7
6481190.0,1.15582,134,10000,100000,ArabisNemo,175602,chr7
6682568.5,5.100025,134,10000,100000,ArabisNemo,175602,chr7
6883947.0,2.070289,134,10000,100000,ArabisNemo,175602,chr7
7085325.5,1.736477,134,10000,100000,ArabisNemo,175602,chr7
7286704.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
7488082.5,0.0,134,10000,100000,ArabisNemo,175602,chr7
7689461.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
7890839.5,3.201554,134,10000,100000,ArabisNemo,175602,chr7
8092218.0,1.400374,134,10000,100000,ArabisNemo,175602,chr7
8293596.5,18.890053,134,10000,100000,ArabisNemo,175602,chr7
8494975.0,1.928824,134,10000,100000,ArabisNemo,175602,chr7
8696353.0,1.384794,134,10000,100000,ArabisNemo,175602,chr7
8897731.0,1.160321,134,10000,100000,ArabisNemo,175602,chr7
9099109.0,2.433545,134,10000,100000,ArabisNemo,175602,chr7
9300487.0,1.578452,134,10000,100000,ArabisNemo,175602,chr7
9501865.0,1.146936,134,10000,100000,ArabisNemo,175602,chr7
9703243.0,1.140921,134,10000,100000,ArabisNemo,175602,chr7
9904621.0,2.257426,134,10000,100000,ArabisNemo,175602,chr7
10105999.0,1.510063,134,10000,100000,ArabisNemo,175602,chr7
10307377.0,1.692744,134,10000,100000,ArabisNemo,175602,chr7
10508755.0,8.537685,134,10000,100000,ArabisNemo,175602,chr7
10710133.0,1.42584,134,10000,100000,ArabisNemo,175602,chr7
10911511.0,3.985896,134,10000,100000,ArabisNemo,175602,chr7
11112889.0,3.837263,134,10000,100000,ArabisNemo,175602,chr7
11314267.0,3.567482,134,10000,100000,ArabisNemo,175602,chr7
11515645.0,1.794849,134,10000,100000,ArabisNemo,175602,chr7
11717023.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
11918401.0,1.424401,134,10000,100000,ArabisNemo,175602,chr7
12119779.0,1.151516,134,10000,100000,ArabisNemo,175602,chr7
12321157.0,1.394618,134,10000,100000,ArabisNemo,175602,chr7
12522535.0,1.180618,134,10000,100000,ArabisNemo,175602,chr7
12723913.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
12925291.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
13126669.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
13328047.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
13529425.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
13730803.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
13932181.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
14133559.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
14334937.0,1.272612,134,10000,100000,ArabisNemo,175602,chr7
14536315.0,1.084568,134,10000,100000,ArabisNemo,175602,chr7
14737693.0,1.502585,134,10000,100000,ArabisNemo,175602,chr7
14939071.0,1.526577,134,10000,100000,ArabisNemo,175602,chr7
15140449.0,2.275466,134,10000,100000,ArabisNemo,175602,chr7
15341827.0,1.848022,134,10000,100000,ArabisNemo,175602,chr7
15543205.0,1.239323,134,10000,100000,ArabisNemo,175602,chr7
15744583.0,1.952375,134,10000,100000,ArabisNemo,175602,chr7
15945961.0,2.633122,134,10000,100000,ArabisNemo,175602,chr7
16147339.0,2.631057,134,10000,100000,ArabisNemo,175602,chr7
16348717.0,2.965574,134,10000,100000,ArabisNemo,175602,chr7
16550095.0,1.246498,134,10000,100000,ArabisNemo,175602,chr7
16751473.0,1.482499,134,10000,100000,ArabisNemo,175602,chr7
16952852.0,1.645412,134,10000,100000,ArabisNemo,175602,chr7
17154230.0,5.191481,134,10000,100000,ArabisNemo,175602,chr7
17355608.0,1.479335,134,10000,100000,ArabisNemo,175602,chr7
17556986.0,2.076508,134,10000,100000,ArabisNemo,175602,chr7
17758364.0,1.055122,134,10000,100000,ArabisNemo,175602,chr7
17959742.0,1.532317,134,10000,100000,ArabisNemo,175602,chr7
18161120.0,7.70939,134,10000,100000,ArabisNemo,175602,chr7
18362498.0,1.114884,134,10000,100000,ArabisNemo,175602,chr7
18563876.0,1.208253,134,10000,100000,ArabisNemo,175602,chr7
18765254.0,1.474606,134,10000,100000,ArabisNemo,175602,chr7
18966632.0,1.691393,134,10000,100000,ArabisNemo,175602,chr7
19168010.0,1.192793,134,10000,100000,ArabisNemo,175602,chr7
19369388.0,1.452293,134,10000,100000,ArabisNemo,175602,chr7
19570766.0,4.809933,134,10000,100000,ArabisNemo,175602,chr7
19772144.0,2.35674,134,10000,100000,ArabisNemo,175602,chr7
19973522.0,5.065094,134,10000,100000,ArabisNemo,175602,chr7
20174900.0,3.034214,134,10000,100000,ArabisNemo,175602,chr7
20376278.0,3.292659,134,10000,100000,ArabisNemo,175602,chr7
20577656.0,1.094449,134,10000,100000,ArabisNemo,175602,chr7
20779034.0,6.321817,134,10000,100000,ArabisNemo,175602,chr7
20980412.0,1.156942,134,10000,100000,ArabisNemo,175602,chr7
21181790.0,1.361742,134,10000,100000,ArabisNemo,175602,chr7
21383168.0,3.652235,134,10000,100000,ArabisNemo,175602,chr7
21584546.0,1.208822,134,10000,100000,ArabisNemo,175602,chr7
21785924.0,4.347899,134,10000,100000,ArabisNemo,175602,chr7
21987302.0,1.293551,134,10000,100000,ArabisNemo,175602,chr7
22188680.0,2.577919,134,10000,100000,ArabisNemo,175602,chr7
22390058.0,3.95029,134,10000,100000,ArabisNemo,175602,chr7
22591436.0,3.677154,134,10000,100000,ArabisNemo,175602,chr7
22792814.0,2.360785,134,10000,100000,ArabisNemo,175602,chr7
22994192.0,1.563802,134,10000,100000,ArabisNemo,175602,chr7
23195570.0,1.710695,134,10000,100000,ArabisNemo,175602,chr7
23396948.0,1.798285,134,10000,100000,ArabisNemo,175602,chr7
23598326.0,1.583847,134,10000,100000,ArabisNemo,175602,chr7
23799704.0,1.799659,134,10000,100000,ArabisNemo,175602,chr7
24001082.0,28.209555,134,10000,100000,ArabisNemo,175602,chr7
24202460.0,1.509346,134,10000,100000,ArabisNemo,175602,chr7
24403838.0,1.400203,134,10000,100000,ArabisNemo,175602,chr7
24605216.0,1.940105,134,10000,100000,ArabisNemo,175602,chr7
24806594.0,1.999621,134,10000,100000,ArabisNemo,175602,chr7
25007972.0,1.334596,134,10000,100000,ArabisNemo,175602,chr7
25209350.0,2.911651,134,10000,100000,ArabisNemo,175602,chr7
25410728.0,1.936767,134,10000,100000,ArabisNemo,175602,chr7
25612106.0,2.626325,134,10000,100000,ArabisNemo,175602,chr7
25813484.0,1.43015,134,10000,100000,ArabisNemo,175602,chr7
26014862.0,1.897598,134,10000,100000,ArabisNemo,175602,chr7
26216240.0,2.288875,134,10000,100000,ArabisNemo,175602,chr7
26417618.0,1.912766,134,10000,100000,ArabisNemo,175602,chr7
26618996.0,2.444694,134,10000,100000,ArabisNemo,175602,chr7
26820374.0,0.0,134,10000,100000,ArabisNemo,175602,chr7
4470.0,0.0,151,10000,100000,ArabisNemo,199824,chr3
205172.375,1.26362,151,10000,100000,ArabisNemo,199824,chr3
405874.75,1.352162,151,10000,100000,ArabisNemo,199824,chr3
606577.125,3.362084,151,10000,100000,ArabisNemo,199824,chr3
807279.5,2.236959,151,10000,100000,ArabisNemo,199824,chr3
1007981.875,1.290441,151,10000,100000,ArabisNemo,199824,chr3
1208684.25,1.660685,151,10000,100000,ArabisNemo,199824,chr3
1409386.625,1.747558,151,10000,100000,ArabisNemo,199824,chr3
1610089.0,4.921157,151,10000,100000,ArabisNemo,199824,chr3
